ts	imei	mwra	c.android.youtube	c.dogalize	c.android.gm	c.katana	c.android.chrome	c.raider	c.android.vending	c.UCMobile.intl	c.UCMobile.x86	c.updateassist
2018-05-07 20:29:00	3590433799317662287	1.00000	8.71974	10.70510	14.10924	14.00414	12.42886	20.84749	53.34263	13.11494	34.91368	32.46456
2018-05-07 20:30:00	8630330696303481222	1.00000	11.77877	11.11225	12.22079	12.47638	13.19517	89.96643	4.34119	63.79585	27.30301	2.97478
2018-05-07 20:31:00	863033069630348818	1.00000	10.65560	10.48148	11.23458	11.64746	10.00120	1.37108	68.76857	86.95439	80.04701	22.88642
2018-05-07 20:32:00	3590433799317662253	0.00000	13.52198	5.05192	9.11807	12.04364	8.35385	3.97146	15.67313	64.28107	51.15148	87.22554
2018-05-07 20:33:00	8630330696303481370	0.00000	7.63269	3.91720	7.56528	7.97609	15.49167	41.46109	45.39833	23.80547	93.48875	47.82343
2018-05-07 20:34:00	359043379931766502	0.00000	9.06140	11.81128	13.16802	17.72812	11.35307	48.51659	90.57032	50.77057	58.91208	86.17170
2018-05-07 20:35:00	8630330696303482089	1.00000	9.62811	11.76255	10.91215	13.00996	9.35478	56.80258	20.44401	86.30526	38.09503	89.38934
2018-05-07 20:36:00	8630330696303482162	1.00000	10.57788	9.67456	9.72970	14.61345	12.40364	98.32191	93.66678	17.71988	39.02888	74.09709
2018-05-07 20:37:00	8630330696303481339	0.00000	8.11231	8.71932	10.74476	13.17413	9.98374	28.81102	98.19869	31.29236	1.21097	73.43457
2018-05-07 20:38:00	3590433799317661784	1.00000	9.70738	12.54731	11.91404	13.35506	10.69805	18.09863	36.22310	74.89250	62.29384	68.04357
2018-05-07 20:39:00	8630330696303482022	1.00000	13.86643	13.12625	3.21113	11.67073	13.54254	78.35094	70.21426	90.59539	43.47195	59.99294
2018-05-07 20:40:00	863033069630348081	1.00000	13.31616	12.08605	8.66262	14.48859	10.50737	10.75554	79.29444	7.23494	19.67992	75.49012
2018-05-07 20:41:00	8630330696303481677	0.00000	8.38156	8.53317	9.49202	11.21130	10.88506	42.29100	10.82123	6.88153	71.65160	56.86693
2018-05-07 20:42:00	3590433799317662105	1.00000	14.18696	13.76551	8.88228	13.43303	11.59400	68.06652	61.64616	72.84839	37.67234	66.51977
2018-05-07 20:43:00	359043379931766353	1.00000	10.94846	10.46354	9.10226	13.00932	12.86551	10.58056	74.97696	97.42755	58.02846	45.92318
2018-05-07 20:44:00	863033069630348404	1.00000	13.32526	13.23511	8.17213	7.94906	11.88148	1.47447	55.57313	15.61500	90.04204	6.02713
2018-05-07 20:45:00	3590433799317661990	0.00000	7.03218	9.78962	10.09826	12.62948	10.63129	59.64170	33.02864	96.27679	37.08461	38.73831
2018-05-07 20:46:00	8630330696303481545	0.00000	7.25078	6.28796	11.75297	10.92658	6.10776	39.67709	39.05140	92.14339	22.05016	1.77282
2018-05-07 20:47:00	863033069630348230	0.00000	7.42494	6.12060	9.33104	11.94900	11.35829	27.45756	66.74010	30.12734	56.73584	59.77921
2018-05-07 20:48:00	359043379931766684	1.00000	9.23009	12.62129	11.74496	14.13135	11.41216	73.11971	2.39068	8.95760	23.82700	96.76327
2018-05-07 20:49:00	3590433799317662345	0.00000	15.87010	11.44880	11.46880	8.55648	8.54061	92.47403	66.45460	59.65008	23.91181	55.50503
2018-05-07 20:50:00	863033069630348164	0.00000	6.51485	8.07573	12.97948	14.72314	10.17417	45.75224	19.57851	20.56485	19.73564	97.49436
2018-05-07 20:51:00	359043379931766528	1.00000	10.20516	11.96252	13.32179	12.21225	7.65977	79.89148	46.72414	95.49529	73.64800	34.40763
2018-05-07 20:52:00	359043379931766213	1.00000	9.72148	11.49688	12.96489	10.71977	9.36399	90.56258	7.57743	85.90140	73.36590	43.92117
2018-05-07 20:53:00	8630330696303482402	1.00000	7.33733	11.29341	13.90663	11.86574	7.69019	41.73073	86.63701	38.68684	86.23541	34.13886
2018-05-07 20:54:00	863033069630348081	0.00000	7.30200	13.98390	12.80837	12.52218	8.08049	68.19641	2.45644	94.92985	75.42980	12.07485
2018-05-07 20:55:00	3590433799317661461	1.00000	9.71724	11.39642	11.78156	14.19053	8.90628	62.95241	93.35699	65.23286	58.32587	1.10347
2018-05-07 20:56:00	359043379931766106	1.00000	15.16767	13.69016	9.10633	9.76611	11.74452	96.59275	64.44781	67.69596	17.12692	25.80042
2018-05-07 20:57:00	3590433799317662402	0.00000	14.08791	9.60537	10.96389	9.26239	8.44641	35.94772	55.15655	21.57857	29.84655	48.41823
2018-05-07 20:58:00	3590433799317662188	1.00000	10.04374	7.42530	10.43093	10.25277	8.94483	36.32754	45.98522	13.82796	23.11873	12.81737
2018-05-07 20:59:00	359043379931766601	1.00000	10.72482	10.22544	10.56928	14.55350	13.52960	20.30339	41.84888	79.81210	64.40434	3.08721
2018-05-07 21:00:00	863033069630348040	1.00000	6.65527	11.48311	14.45585	10.55039	9.86506	42.81667	50.01318	60.41230	47.44329	22.86399
2018-05-07 21:01:00	3590433799317661396	0.00000	14.74221	6.53370	11.81704	12.86465	6.76322	10.32782	94.24605	1.35835	55.61712	23.15464
2018-05-07 21:02:00	3590433799317661735	1.00000	10.19644	13.76027	15.20053	14.26395	7.81773	80.53535	38.38784	93.92014	16.22296	46.52965
2018-05-07 21:03:00	3590433799317662154	0.00000	12.51709	10.58401	7.06855	6.20537	8.42998	86.94982	46.50340	47.48539	98.12534	30.48258
2018-05-07 21:04:00	8630330696303482329	1.00000	9.01104	12.78921	12.41234	13.25832	9.60918	31.17862	7.83972	54.96552	26.19027	67.49022
2018-05-07 21:05:00	863033069630348941	1.00000	12.06889	11.02760	6.97611	7.88012	7.18919	10.54558	80.89829	55.28076	33.60315	34.58571
2018-05-07 21:06:00	3590433799317661313	0.00000	8.89008	6.82393	7.88364	9.54874	10.09109	88.62918	21.27484	48.19682	14.39367	5.60453
2018-05-07 21:07:00	3590433799317661651	1.00000	8.14814	15.86670	13.45500	11.86296	8.79504	44.67631	14.31672	87.98090	8.93791	87.25937
2018-05-07 21:08:00	3590433799317661255	0.00000	6.50525	6.58246	8.08100	14.96992	8.68790	23.86889	7.24808	10.77985	80.66008	45.77868
2018-05-07 21:09:00	3590433799317662071	0.00000	8.93468	8.96048	10.19237	8.40463	14.73325	12.39282	46.57717	41.96800	85.82357	4.08698
2018-05-07 21:10:00	8630330696303481032	1.00000	12.31320	14.25808	7.81260	12.15571	8.03788	98.46793	78.82306	84.08771	89.19572	35.96562
2018-05-07 21:11:00	3590433799317662311	1.00000	10.17049	10.69440	15.45959	11.79617	10.07834	84.12611	46.38645	68.36586	58.63626	97.11282
2018-05-07 21:12:00	359043379931766213	1.00000	14.89450	13.66106	9.04039	13.03752	7.87289	95.43649	98.20205	46.13919	61.09048	99.81570
2018-05-07 21:13:00	3590433799317661776	1.00000	5.80728	5.50509	8.00937	10.28531	13.76073	67.95490	40.29509	33.94990	96.25316	49.69058
2018-05-07 21:14:00	8630330696303481388	0.00000	11.55197	9.87181	6.66432	8.64123	13.35383	51.66920	69.00861	1.53808	2.23420	5.75279
2018-05-07 21:15:00	8630330696303482485	0.00000	15.44738	15.53050	9.15398	12.67064	6.17965	71.80230	78.10522	83.73028	16.77844	89.78797
2018-05-07 21:16:00	863033069630348842	1.00000	10.31477	10.65676	10.66852	13.06907	6.95892	72.84748	93.83969	90.17694	52.05227	35.61846
2018-05-07 21:17:00	8630330696303482451	0.00000	14.29417	8.08346	5.82115	6.92616	11.68783	9.83421	8.32064	86.02758	81.65806	83.01366
2018-05-07 21:18:00	8630330696303482311	1.00000	10.41348	8.99938	10.80790	9.16313	10.72765	94.43795	26.55473	20.41445	82.94038	0.10541
2018-05-07 21:19:00	3590433799317661271	1.00000	11.02517	11.98094	8.38914	11.87591	13.71639	49.99726	80.69377	35.14420	27.77504	80.57969
2018-05-07 21:20:00	863033069630348586	0.00000	7.18651	8.98603	11.01983	13.98044	8.08141	61.52621	34.51279	27.11653	62.16498	80.90807
2018-05-07 21:21:00	3590433799317662311	1.00000	9.42665	13.48136	10.42654	14.92393	13.00766	13.26476	80.41483	91.22124	40.43799	83.80853
2018-05-07 21:22:00	863033069630348065	1.00000	12.41936	13.38685	9.86107	12.18578	14.44768	64.51079	55.50969	34.78343	0.43070	44.49243
2018-05-07 21:23:00	863033069630348420	0.00000	9.40638	9.06352	7.82093	13.25228	6.14867	17.95927	63.58640	69.08444	47.65323	76.58145
2018-05-07 21:24:00	3590433799317661727	1.00000	11.22183	12.84259	7.87661	11.95841	12.64781	52.45542	84.49702	96.94699	64.14046	41.87025
2018-05-07 21:25:00	8630330696303481594	1.00000	12.62675	12.89804	5.92164	11.58212	15.85391	91.10163	41.41596	10.51955	20.27717	32.40542
2018-05-07 21:26:00	8630330696303481511	1.00000	10.75577	10.26964	11.23346	11.49344	7.85929	53.39736	15.08018	13.54705	36.72071	47.65658
2018-05-07 21:27:00	3590433799317662162	1.00000	8.58634	11.56444	13.29972	10.87118	9.00677	96.82308	22.60868	61.62788	51.02080	35.62369
2018-05-07 21:28:00	8630330696303481941	1.00000	7.67617	10.07040	11.95708	9.28001	5.23981	18.12717	34.72933	35.88320	12.60382	41.87476
2018-05-07 21:29:00	863033069630348875	1.00000	7.24913	15.68776	12.90881	14.87350	8.54267	56.68538	14.22647	84.19898	77.21407	72.71862
2018-05-07 21:30:00	8630330696303482014	0.00000	12.37303	7.94681	9.53221	10.08933	10.19664	8.77729	0.43932	41.28067	63.40938	60.79657
2018-05-07 21:31:00	8630330696303482063	0.00000	9.21738	8.10805	8.49053	12.82670	9.28636	15.90863	89.78663	55.49536	20.95503	78.69307
2018-05-07 21:32:00	8630330696303481123	0.00000	10.94174	8.19104	6.06559	8.62006	7.12139	24.81803	60.84890	6.82461	36.66849	61.38831
2018-05-07 21:33:00	3590433799317661503	1.00000	6.82706	12.38472	14.25165	12.02054	9.07586	33.69207	63.31276	36.99512	80.39605	10.99475
2018-05-07 21:34:00	359043379931766882	0.00000	9.27296	6.74341	7.12765	13.03580	11.06468	74.01946	27.24492	28.52500	3.01496	27.91802
2018-05-07 21:35:00	359043379931766031	1.00000	9.34766	13.13141	13.56418	9.65439	8.66653	3.03053	71.87453	64.77874	56.20079	68.69118
2018-05-07 21:36:00	359043379931766791	1.00000	8.56832	13.43834	12.08705	12.26364	10.42088	99.40762	5.48911	2.77838	41.26352	91.48647
2018-05-07 21:37:00	863033069630348495	1.00000	8.92405	8.33623	14.38733	10.62792	7.98117	92.02080	50.16760	43.43791	27.03712	97.87506
2018-05-07 21:38:00	3590433799317661784	1.00000	10.85864	10.78248	12.09973	13.51307	10.82211	59.05687	59.96916	52.37378	2.17931	7.23654
2018-05-07 21:39:00	3590433799317662469	0.00000	16.13849	10.68221	9.21408	9.98778	8.17326	83.97530	58.04582	22.45390	50.55703	94.51205
2018-05-07 21:40:00	3590433799317661685	0.00000	7.21331	7.89391	10.33242	15.41353	10.03586	25.03446	28.75181	74.13337	81.46551	8.86708
2018-05-07 21:41:00	3590433799317661115	0.00000	9.35649	6.16254	10.59325	10.34548	6.07887	95.14283	0.48257	23.73579	7.75106	84.74235
2018-05-07 21:42:00	3590433799317662378	1.00000	9.65838	11.89182	10.81029	12.98607	4.47359	99.30470	77.53445	88.27886	10.21819	42.27646
2018-05-07 21:43:00	359043379931766122	0.00000	8.82176	6.81091	10.91574	10.12985	8.99463	12.88051	7.47464	0.06655	14.13655	94.09162
2018-05-07 21:44:00	3590433799317662170	1.00000	13.11798	13.10386	6.12712	11.00443	11.29764	91.47083	63.27738	4.54736	42.95964	62.13825
2018-05-07 21:45:00	359043379931766536	1.00000	12.65381	15.29073	6.74412	12.44701	10.40712	37.29181	17.60450	26.78164	43.43904	34.38796
2018-05-07 21:46:00	359043379931766312	0.00000	13.14455	10.77155	11.28627	9.75492	8.30286	9.38769	96.49583	81.01857	77.82551	83.30180
2018-05-07 21:47:00	3590433799317662196	0.00000	7.66968	7.70284	9.94066	11.40771	7.16988	13.42073	51.78283	91.29042	93.14784	26.71168
2018-05-07 21:48:00	8630330696303481339	1.00000	10.35542	8.18649	10.57040	15.03656	13.82180	78.06405	50.62072	32.80989	44.11764	57.09293
2018-05-07 21:49:00	359043379931766544	1.00000	6.27066	12.71999	11.20090	13.61481	7.27288	85.13314	95.92292	65.11592	88.61066	31.71297
2018-05-07 21:50:00	359043379931766122	0.00000	8.89909	10.76558	5.97969	6.57575	9.11435	61.75212	67.54265	71.38465	44.36277	96.63332
2018-05-07 21:51:00	3590433799317661008	1.00000	9.80080	11.41076	12.59884	10.41826	6.94351	42.24235	39.28027	86.25726	34.47745	24.27866
2018-05-07 21:52:00	863033069630348156	0.00000	7.45759	9.62193	8.05734	12.78426	8.74120	45.05612	1.97023	68.16001	28.17057	11.06914
2018-05-07 21:53:00	3590433799317661164	1.00000	9.96587	12.91624	14.64229	11.01044	7.12131	14.41298	2.75200	41.54875	97.81380	21.38543
2018-05-07 21:54:00	8630330696303481123	1.00000	10.70392	10.92958	9.98533	15.99680	13.53488	57.54532	78.25407	8.19257	38.50117	47.77518
2018-05-07 21:55:00	863033069630348446	0.00000	12.35671	14.16314	9.17964	9.70256	12.60158	5.83727	31.14563	67.09135	19.36714	84.63461
2018-05-07 21:56:00	863033069630348073	0.00000	7.98088	3.58075	7.22653	9.30599	7.19785	33.60460	99.95793	75.55572	33.73183	46.99383
2018-05-07 21:57:00	3590433799317661990	1.00000	11.93543	14.13497	11.67089	15.17802	8.81709	38.77137	57.73211	14.75663	53.74426	91.97114
2018-05-07 21:58:00	3590433799317661867	1.00000	11.43097	13.57551	8.83881	12.92423	13.52265	9.88925	68.25885	80.27768	14.66589	86.03082
2018-05-07 21:59:00	359043379931766528	0.00000	11.02063	7.13362	10.48509	10.45045	10.89890	37.18814	41.86026	20.67335	15.78438	66.60100
2018-05-07 22:00:00	359043379931766833	1.00000	8.21946	13.60535	11.28197	11.86414	10.86863	68.26339	82.08538	96.62044	13.37198	13.86785
2018-05-07 22:01:00	863033069630348214	1.00000	13.86463	9.54818	7.40482	12.94533	15.19332	79.47970	4.41606	26.24596	65.01321	17.47145
2018-05-07 22:02:00	359043379931766056	1.00000	9.12925	13.26865	12.93039	13.72847	10.19383	79.80498	80.95823	73.65164	9.18905	48.22919
2018-05-07 22:03:00	8630330696303481248	0.00000	5.10766	2.97817	6.23644	10.88988	11.16447	40.06228	57.31833	11.63406	60.16573	38.01915
2018-05-07 22:04:00	359043379931766957	0.00000	13.02960	8.22687	7.93315	10.11714	9.25954	88.40996	91.65939	51.38452	52.58021	53.36386
2018-05-07 22:05:00	863033069630348073	1.00000	11.63156	14.21885	10.51368	11.50908	6.76749	22.24685	55.65986	71.27705	37.72823	97.64526
2018-05-07 22:06:00	863033069630348792	0.00000	6.26065	7.10283	9.25127	15.28521	5.23049	15.25854	21.48852	88.97900	88.00779	3.49840
2018-05-07 22:07:00	3590433799317661602	1.00000	9.63671	12.84797	9.68278	13.39784	9.76916	40.16537	58.34592	54.59278	10.14330	2.12885
2018-05-07 22:08:00	3590433799317661115	1.00000	15.89687	13.29471	8.28256	10.73148	8.47724	30.28610	53.29667	54.40508	43.36682	28.83487
2018-05-07 22:09:00	8630330696303481370	0.00000	9.07909	7.05331	7.69808	10.73114	8.92352	44.92043	22.29425	71.63151	72.22946	41.42051
2018-05-07 22:10:00	8630330696303482261	0.00000	12.62986	14.49829	8.84947	13.67115	11.09241	73.54808	47.93064	27.99535	67.04321	4.87875
2018-05-07 22:11:00	3590433799317661602	1.00000	9.80558	11.62998	12.88663	13.57737	13.39471	63.77517	11.07821	12.21456	97.04651	56.88890
2018-05-07 22:12:00	359043379931766452	0.00000	7.10833	8.70695	10.87680	14.80544	8.36056	99.82208	54.18448	83.98328	31.23296	40.67256
2018-05-07 22:13:00	8630330696303482006	1.00000	10.78278	10.90840	11.83361	12.74743	10.25395	97.73306	9.26903	8.93159	66.97213	38.85595
2018-05-07 22:14:00	8630330696303481644	0.00000	13.86018	8.25719	10.48450	11.13478	7.25435	80.69551	75.59835	4.45481	32.92186	7.93240
2018-05-07 22:15:00	3590433799317662295	1.00000	8.02441	10.43050	10.87125	9.37058	6.47526	89.90734	17.07943	18.94348	39.04759	14.17521
2018-05-07 22:16:00	8630330696303482188	1.00000	6.87068	13.72599	14.69873	12.68460	8.20120	46.83035	4.47163	41.68710	66.05109	34.36681
2018-05-07 22:17:00	8630330696303481313	1.00000	10.78413	10.73442	7.72396	14.49310	8.83168	50.09115	5.90095	51.74516	30.86738	41.37882
2018-05-07 22:18:00	863033069630348743	1.00000	10.73228	11.43815	11.22128	10.03838	5.61109	80.31574	67.90777	24.20796	35.33916	33.73278
2018-05-07 22:19:00	359043379931766635	1.00000	13.58580	11.05567	6.87111	6.34009	12.52119	12.86630	26.35159	2.16240	94.91501	56.05359
2018-05-07 22:20:00	359043379931766684	1.00000	14.43756	5.15512	9.63919	9.18539	13.14245	78.33963	43.49232	88.94660	20.11587	48.35165
2018-05-07 22:21:00	863033069630348024	1.00000	9.89583	12.60958	12.90537	11.31678	9.06467	16.99601	46.19664	96.20693	88.73637	54.07047
2018-05-07 22:22:00	8630330696303482451	1.00000	12.81843	13.95407	9.92041	12.13443	10.44747	59.68488	65.52494	40.23572	31.31211	29.59365
2018-05-07 22:23:00	359043379931766056	0.00000	12.84521	9.65964	11.68517	10.62542	5.12845	37.99980	6.80946	78.89994	10.55574	24.30840
2018-05-07 22:24:00	3590433799317661628	1.00000	12.36713	15.15438	10.61754	13.60055	11.20632	1.67178	54.41670	91.96351	87.54459	14.61637
2018-05-07 22:25:00	359043379931766700	0.00000	8.01002	6.03332	7.89853	12.33268	11.28790	9.39676	72.66729	34.18412	36.18932	77.26345
2018-05-07 22:26:00	8630330696303481818	0.00000	11.24687	11.47840	5.46045	4.43999	8.52769	38.46792	81.09116	62.77636	14.23819	97.66820
2018-05-07 22:27:00	863033069630348305	1.00000	9.44418	11.41448	10.92424	11.41810	9.13500	29.76809	65.35861	92.78867	26.20206	2.15815
2018-05-07 22:28:00	8630330696303482089	0.00000	9.24264	9.85918	6.92336	4.95669	11.57419	43.32167	95.18917	17.92314	84.90270	35.92333
2018-05-07 22:29:00	359043379931766536	1.00000	5.86874	16.73532	14.08742	12.76890	6.59143	1.42518	93.61093	4.63435	54.52173	8.18932
2018-05-07 22:30:00	8630330696303482261	1.00000	7.82683	11.07994	11.40140	12.27610	6.95930	54.65128	34.98290	97.42503	35.67207	0.03692
2018-05-07 22:31:00	3590433799317661842	1.00000	8.31529	13.11529	13.70144	11.49481	11.82203	9.99511	44.41461	29.54578	81.39795	16.00730
2018-05-07 22:32:00	8630330696303481610	1.00000	14.02488	11.94553	10.84910	10.73502	12.59202	84.03574	79.57640	6.78511	82.08800	46.20865
2018-05-07 22:33:00	3590433799317661875	0.00000	13.94095	8.89319	6.51831	4.04214	9.69624	95.65620	80.49266	45.74027	13.26940	40.45159
2018-05-07 22:34:00	8630330696303482014	1.00000	9.71588	10.99948	14.80162	11.67658	7.57526	48.49993	28.87807	76.04120	65.50721	7.24199
2018-05-07 22:35:00	3590433799317661438	1.00000	6.86242	14.42216	12.45513	13.89435	8.09982	96.88404	81.29370	23.93726	55.56443	77.19459
2018-05-07 22:36:00	8630330696303481305	0.00000	8.22518	7.05840	7.57729	13.04627	5.32494	7.54760	56.86877	3.24678	32.95921	61.51021
2018-05-07 22:37:00	8630330696303481636	1.00000	11.68512	14.64029	9.95681	12.59577	12.20129	51.68094	97.36386	49.59899	12.74295	46.33606
2018-05-07 22:38:00	359043379931766874	1.00000	12.63038	15.17084	9.91577	14.27582	9.64638	82.32555	34.56649	91.21390	47.70747	27.61876
2018-05-07 22:39:00	863033069630348347	1.00000	10.52463	12.82188	10.70163	13.59879	10.23716	11.04670	15.55863	58.76631	22.70460	80.97464
2018-05-07 22:40:00	359043379931766726	1.00000	10.69386	9.55578	9.83538	12.88350	9.14839	28.05234	95.21036	21.67454	67.17936	32.36527
2018-05-07 22:41:00	3590433799317662246	1.00000	9.03847	7.59505	7.80737	11.59199	6.50878	84.38312	45.53031	19.63458	56.27089	49.04571
2018-05-07 22:42:00	359043379931766999	1.00000	7.37336	11.19383	12.81568	12.47059	11.07859	12.83296	26.48349	7.73312	24.46461	54.91539
2018-05-07 22:43:00	8630330696303481651	1.00000	11.65087	13.88408	10.25186	15.17456	11.56003	55.09819	12.23918	50.83230	68.55162	2.80449
2018-05-07 22:44:00	359043379931766809	0.00000	8.43142	12.89276	11.77144	15.56247	9.30745	10.99070	54.58385	46.53597	10.30814	29.00173
2018-05-07 22:45:00	8630330696303481826	1.00000	8.94028	12.91585	13.11351	13.31696	5.14209	74.89282	34.99201	2.00266	65.06871	19.04370
2018-05-07 22:46:00	8630330696303481958	1.00000	8.96428	14.09629	14.81168	10.18222	10.65113	50.41729	96.02292	77.89128	76.90486	55.23172
2018-05-07 22:47:00	359043379931766775	0.00000	12.75975	4.99431	6.29199	5.59328	13.02821	46.62824	58.93594	83.02362	52.43665	29.98569
2018-05-07 22:48:00	8630330696303481024	1.00000	11.08486	9.04490	9.41097	15.43849	15.06542	79.53389	36.68527	77.23734	56.37712	21.08871
2018-05-07 22:49:00	359043379931766833	1.00000	8.93355	9.27957	12.42118	10.85402	7.95940	14.27656	31.91519	39.25383	98.63498	80.10238
2018-05-07 22:50:00	3590433799317661677	1.00000	7.57817	7.67720	13.30139	16.48799	15.94883	64.85855	25.75437	74.93007	84.66041	38.49145
2018-05-07 22:51:00	359043379931766411	1.00000	10.69593	12.75935	8.39278	12.96859	11.26484	22.96657	59.66815	34.22105	76.78633	54.26712
2018-05-07 22:52:00	3590433799317662444	1.00000	7.36548	12.66275	16.42091	10.64688	6.74023	21.72866	50.96543	14.14838	80.51583	88.88255
2018-05-07 22:53:00	359043379931766577	1.00000	12.91481	11.44544	9.98283	12.62015	12.53603	22.11094	76.62956	33.26698	28.12328	74.01424
2018-05-07 22:54:00	8630330696303481602	1.00000	8.34549	13.42673	14.63157	14.11900	10.43033	95.05034	85.78385	39.56556	89.57820	6.73984
2018-05-07 22:55:00	863033069630348529	1.00000	10.39742	11.65424	16.59099	10.73441	8.10614	34.49619	84.95382	74.30070	91.61307	52.42175
2018-05-07 22:56:00	359043379931766023	1.00000	10.69978	9.95361	12.30724	12.66044	13.34076	6.68977	98.81648	35.40279	37.43227	57.05695
2018-05-07 22:57:00	8630330696303481180	1.00000	15.38203	9.56194	4.64384	9.73167	10.51468	10.04814	65.18002	16.52730	97.11498	20.23795
2018-05-07 22:58:00	3590433799317661677	1.00000	9.24194	11.66785	14.76684	12.41106	11.15277	94.15315	92.65594	56.49822	78.54409	6.96656
2018-05-07 22:59:00	3590433799317661719	0.00000	11.52059	13.19960	8.26823	11.83784	5.37513	9.61934	9.85088	19.01930	49.69816	57.12134
2018-05-07 23:00:00	359043379931766700	0.00000	13.61109	11.94253	6.11483	4.02959	10.04475	4.70304	90.24037	66.78645	53.29308	47.30876
2018-05-07 23:01:00	3590433799317662139	0.00000	17.99406	9.07101	11.12365	11.93038	10.40163	90.68681	80.37620	82.43817	6.28062	48.21064
2018-05-07 23:02:00	8630330696303481024	0.00000	11.79470	6.56285	9.22728	9.45280	12.95547	44.76102	24.24382	69.87380	53.13630	14.26585
2018-05-07 23:03:00	359043379931766866	0.00000	7.83790	6.64185	5.23000	10.41458	12.46986	15.74322	44.15170	3.17868	36.91164	91.03728
2018-05-07 23:04:00	863033069630348388	0.00000	10.25513	10.15618	8.46471	12.49442	7.08371	27.60399	65.25480	43.83197	28.37105	91.25575
2018-05-07 23:05:00	3590433799317661826	1.00000	7.48399	13.93429	11.98632	12.20933	11.66982	45.98462	74.42163	84.78045	32.16328	78.03311
2018-05-07 23:06:00	8630330696303481354	1.00000	9.83616	11.29860	11.21409	11.85708	7.99167	50.23645	91.08818	22.15560	7.41719	27.77169
2018-05-07 23:07:00	863033069630348032	1.00000	8.86859	12.37517	12.72688	12.68614	8.14732	51.81772	79.86933	27.93136	78.54628	44.75307
2018-05-07 23:08:00	8630330696303482345	1.00000	8.29348	10.80733	13.19884	13.19239	8.80880	6.95794	22.69053	38.08939	53.24685	43.62438
2018-05-07 23:09:00	8630330696303481867	1.00000	11.91384	10.06364	9.50870	11.08105	6.20372	66.50720	80.94295	66.00643	45.63126	60.14499
2018-05-07 23:10:00	8630330696303482444	1.00000	7.40006	15.01860	13.25107	13.90362	7.14107	26.27431	14.72057	98.43508	12.55961	87.48509
2018-05-07 23:11:00	863033069630348800	1.00000	10.18770	9.87987	10.84582	11.09189	9.19829	5.79485	1.52113	20.50306	6.71492	34.47235
2018-05-07 23:12:00	3590433799317661222	1.00000	8.35091	11.19412	11.86994	9.12812	6.00630	15.80022	73.67263	16.01770	36.89061	67.74996
2018-05-07 23:13:00	3590433799317662089	1.00000	11.32814	13.71225	17.17543	12.46686	13.95124	65.99170	52.96402	36.89450	92.04075	97.12098
2018-05-07 23:14:00	863033069630348222	1.00000	14.11801	8.52793	11.97069	14.74529	8.86653	4.27154	76.23223	52.53206	75.81379	32.36671
2018-05-07 23:15:00	3590433799317661388	1.00000	15.10406	7.07936	11.05744	9.65659	11.37493	1.42780	61.52800	26.98702	93.93171	95.67050
2018-05-07 23:16:00	8630330696303482204	0.00000	10.21649	12.57531	8.98294	16.13048	5.60998	5.97176	92.32890	45.46633	81.71662	57.73198
2018-05-07 23:17:00	3590433799317661693	1.00000	7.75820	13.59084	15.36362	11.70700	9.10725	76.99224	23.06333	38.82956	56.28209	7.32677
2018-05-07 23:18:00	359043379931766072	0.00000	9.59210	7.60419	6.96909	11.15871	12.16254	63.98427	46.05573	62.67876	33.26569	21.96126
2018-05-07 23:19:00	8630330696303481834	0.00000	11.98244	15.42576	8.49496	12.06229	11.45026	3.09565	77.14857	36.61435	2.23829	36.83525
2018-05-07 23:20:00	3590433799317662303	0.00000	8.95051	7.77148	10.44976	7.42101	10.15332	25.35940	70.19497	89.30686	48.84741	20.18505
2018-05-07 23:21:00	359043379931766189	0.00000	10.91950	10.54053	13.15872	10.21842	7.45606	34.42492	42.93572	51.16276	26.78199	92.62009
2018-05-07 23:22:00	3590433799317662063	1.00000	9.15470	10.91737	12.14471	11.68229	9.32626	27.35917	22.72692	60.22570	47.97091	31.53227
2018-05-07 23:23:00	359043379931766890	1.00000	8.15796	15.01063	16.31325	10.75602	8.50676	84.63676	16.13272	16.99612	15.03479	82.21903
2018-05-07 23:24:00	863033069630348248	0.00000	10.89315	9.68693	8.94554	8.72383	8.25839	92.65312	90.08583	78.73648	57.39860	47.17027
2018-05-07 23:25:00	3590433799317661966	0.00000	7.00031	11.41011	10.49697	9.90250	5.07029	3.64390	97.03485	92.88428	70.84563	10.13269
2018-05-07 23:26:00	359043379931766338	1.00000	8.56620	11.86796	14.43934	11.12101	7.04248	59.61272	49.95490	42.10416	29.77795	50.95260
2018-05-07 23:27:00	863033069630348024	0.00000	5.82132	6.64721	12.02854	9.78315	12.19953	94.09668	49.76025	16.37436	54.11958	90.99606
2018-05-07 23:28:00	3590433799317661438	0.00000	7.25524	8.80507	9.63089	14.32304	7.93466	65.75729	91.47436	15.16338	38.51346	68.00771
2018-05-07 23:29:00	3590433799317661834	0.00000	12.42474	12.21539	7.48639	8.09623	8.31661	88.63761	33.20746	57.43796	89.37766	78.37956
2018-05-07 23:30:00	863033069630348362	1.00000	10.70673	14.52465	7.90353	14.00891	12.51150	66.38507	21.29932	36.09979	36.22496	48.23548
2018-05-07 23:31:00	3590433799317661214	0.00000	9.55120	10.30980	5.91597	6.43517	11.86679	91.18463	45.00942	17.51064	90.49448	14.68525
2018-05-07 23:32:00	8630330696303481701	1.00000	8.92424	10.57820	9.69105	12.17341	8.11671	81.80382	98.26122	88.26853	45.82388	87.57125
