latitude	longitude	store_name	code	location	imei
27.71809	-82.35176	Sun City Center	US	America/New_York	359043379931766114
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	863033069630348925
36.65	138.31667	Suzaka	JP	Asia/Tokyo	863033069630348842
40.70995	0.57856	Amposta	ES	Europe/Madrid	863033069630348636
39.09112	-94.41551	Independence	US	America/Chicago	8630330696303481065
33.93113	-117.54866	Norco	US	America/Los_Angeles	3590433799317661925
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	3590433799317662345
9.6531	124.3697	Jagna	PH	Asia/Manila	863033069630348990
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	863033069630348180
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	8630330696303481768
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	8630330696303482444
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	8630330696303481446
50.74497	3.20639	Mouscron	BE	Europe/Brussels	359043379931766577
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	863033069630348313
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	359043379931766197
7.06273	-1.4001	Mampong	GH	Africa/Accra	8630330696303481792
-0.71667	-48.52333	Soure	BR	America/Belem	8630330696303481438
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	863033069630348065
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	359043379931766783
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	8630330696303481446
23.1959	86.51499	Kenda	IN	Asia/Kolkata	8630330696303482196
39.08367	-84.50855	Covington	US	America/New_York	3590433799317661172
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766890
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317661610
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	359043379931766551
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	3590433799317661909
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	359043379931766320
-33.38056	-56.52361	Durazno	UY	America/Montevideo	359043379931766932
41.27621	-72.86843	East Haven	US	America/New_York	8630330696303481792
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	863033069630348511
26.18924	-98.15529	San Juan	US	America/Chicago	359043379931766593
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317661867
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481347
48.98693	2.44892	Gonesse	FR	Europe/Paris	863033069630348685
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	863033069630348701
41.0051	-73.78458	Scarsdale	US	America/New_York	863033069630348537
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	863033069630348529
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348750
8.56697	123.33471	Dipolog	PH	Asia/Manila	8630330696303482386
33.35283	-111.78903	Gilbert	US	America/Phoenix	359043379931766825
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	863033069630348776
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317662477
7.62789	4.74161	Ilesa	NG	Africa/Lagos	359043379931766940
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	359043379931766155
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317662006
42.97086	-82.42491	Port Huron	US	America/Detroit	8630330696303481065
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	3590433799317661818
55.85	37.56667	Likhobory	RU	Europe/Moscow	8630330696303481776
40.66482	122.22833	Yingkou	CN	Asia/Shanghai	8630330696303481974
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	8630330696303482493
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	8630330696303481198
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	8630330696303482154
49.195061	16.606836	Brno	CZ	Europe/Prague	8630330696303482212
-10.91722	-37.65	Lagarto	BR	America/Maceio	359043379931766825
36.06523	-119.01677	Porterville	US	America/Los_Angeles	8630330696303481917
41.15376	-87.88754	Bourbonnais	US	America/Chicago	8630330696303481842
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	8630330696303481453
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	8630330696303481164
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	359043379931766452
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	8630330696303481438
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	3590433799317662410
39.43534	-84.20299	Lebanon	US	America/New_York	359043379931766593
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	359043379931766403
40.81	-73.9625	Morningside Heights	US	America/New_York	359043379931766031
43.16547	-77.70066	Gates-North Gates	US	America/New_York	3590433799317661461
6.46346	-2.31938	Bibiani	GH	Africa/Accra	359043379931766940
12.97389	123.99333	Sorsogon	PH	Asia/Manila	863033069630348529
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303481362
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	8630330696303481172
21.28306	-89.66123	Progreso	MX	America/Merida	3590433799317661677
41.09246	45.36561	Qazax	AZ	Asia/Baku	863033069630348313
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303481412
53.59782	34.33825	Dyat‚Äôkovo	RU	Europe/Moscow	863033069630348321
48.06919	11.37703	Gauting	DE	Europe/Berlin	3590433799317661370
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303482147
6.9909	79.883	Hendala	LK	Asia/Colombo	3590433799317662436
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	3590433799317661362
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	359043379931766031
18.51957	73.85535	Pune	IN	Asia/Kolkata	359043379931766825
29.53885	-95.44744	Fresno	US	America/Chicago	8630330696303481743
-32.45242	-71.23106	La Ligua	CL	America/Santiago	863033069630348495
5.84752	-5.682	Lakota	CI	Africa/Abidjan	359043379931766114
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	359043379931766270
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	863033069630348263
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303481024
42.16808	-88.42814	Huntley	US	America/Chicago	863033069630348610
12.74409	-8.07257	Kati	ML	Africa/Bamako	863033069630348354
50.50301	13.63617	Most	CZ	Europe/Prague	8630330696303481453
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	359043379931766031
7.06273	-1.4001	Mampong	GH	Africa/Accra	863033069630348826
38.06084	-97.92977	Hutchinson	US	America/Chicago	8630330696303482428
41.91886	8.73812	Ajaccio	FR	Europe/Paris	8630330696303481925
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	3590433799317661834
22.98212	-80.58556	Corralillo	CU	America/Havana	3590433799317661214
40.67705	-73.89125	Cypress Hills	US	America/New_York	8630330696303481487
50.23805	8.86704	Nidderau	DE	Europe/Berlin	8630330696303482360
60.2052	24.6522	Espoo	FI	Europe/Helsinki	863033069630348115
51.47805	6.8625	Oberhausen	DE	Europe/Berlin	359043379931766007
40.65538	-74.38987	Scotch Plains	US	America/New_York	8630330696303482188
44.99012	-123.02621	Keizer	US	America/Los_Angeles	3590433799317661750
-8.99167	125.21972	Maliana	TL	Asia/Dili	8630330696303481834
50.511002	14.150558	Terezín	CZ	Europe/Prague	8630330696303482212
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	3590433799317661628
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	3590433799317662352
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	863033069630348677
55.75556	60.70278	Ozersk	RU	Asia/Yekaterinburg	863033069630348586
52.66277	-2.01111	Great Wyrley	GB	Europe/London	359043379931766106
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	8630330696303481297
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	3590433799317661875
41.24264	16.50104	Bisceglie	IT	Europe/Rome	8630330696303481131
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	8630330696303481016
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661362
35	136.51667	Komono	JP	Asia/Tokyo	3590433799317661842
60.2052	24.6522	Espoo	FI	Europe/Helsinki	8630330696303481115
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	863033069630348016
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	8630330696303481818
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	359043379931766007
34.9	137.5	Shinshiro	JP	Asia/Tokyo	863033069630348289
9.89206	43.38531	Baki	SO	Africa/Mogadishu	3590433799317662253
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317661925
12.35275	121.06761	San Jose	PH	Asia/Manila	359043379931766312
30.17746	-81.38758	Palm Valley	US	America/New_York	359043379931766171
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	3590433799317661917
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	8630330696303481198
38.96372	-76.99081	Chillum	US	America/New_York	359043379931766346
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	3590433799317662329
25.95533	68.88871	Jhol	PK	Asia/Karachi	863033069630348081
7.06273	-1.4001	Mampong	GH	Africa/Accra	8630330696303481156
48.15659	28.28489	Soroca	MD	Europe/Chisinau	3590433799317661321
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	3590433799317661594
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	863033069630348479
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	3590433799317661792
42.06166	-1.60452	Tudela	ES	Europe/Madrid	359043379931766031
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	8630330696303482287
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	8630330696303481578
40.65995	-111.99633	Kearns	US	America/Denver	8630330696303481966
0.46005	34.11169	Busia	KE	Africa/Nairobi	359043379931766767
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	863033069630348024
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	8630330696303481164
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	8630330696303481164
-8.05389	-34.88111	Recife	BR	America/Recife	359043379931766437
34.4833	136.84186	Toba	JP	Asia/Tokyo	359043379931766825
30.81383	75.16878	Moga	IN	Asia/Kolkata	3590433799317662097
12.25282	79.41727	Gingee	IN	Asia/Kolkata	359043379931766361
15.5439	73.7553	Calangute	IN	Asia/Kolkata	359043379931766221
38.96667	-0.18333	Gandia	ES	Europe/Madrid	863033069630348719
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	8630330696303482279
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	3590433799317661867
40.82232	-74.15987	Nutley	US	America/New_York	8630330696303481073
23.1959	86.51499	Kenda	IN	Asia/Kolkata	8630330696303482139
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	863033069630348487
-23.44361	-51.87389	Sarandi	BR	America/Sao_Paulo	3590433799317662345
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	8630330696303481743
42.819	47.1192	Buynaksk	RU	Europe/Moscow	359043379931766205
40.87363	14.34085	Volla	IT	Europe/Rome	8630330696303481164
48.28259	9.72749	Ehingen	DE	Europe/Berlin	3590433799317662360
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	3590433799317661586
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	3590433799317661099
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	3590433799317661545
48.90982	2.45012	Bobigny	FR	Europe/Paris	3590433799317662279
50.74497	3.20639	Mouscron	BE	Europe/Brussels	3590433799317661149
9.89206	43.38531	Baki	SO	Africa/Mogadishu	359043379931766635
16.455	120.5875	La Trinidad	PH	Asia/Manila	863033069630348099
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	8630330696303481917
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	359043379931766072
51.65333	5.2875	Vught	NL	Europe/Amsterdam	359043379931766031
39.00622	-77.4286	Sterling	US	America/New_York	3590433799317661966
5.20856	-74.73584	Honda	CO	America/Bogota	3590433799317662345
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	863033069630348628
49.65186	26.97253	Krasyliv	UA	Europe/Kyiv	359043379931766502
14.0823	98.19151	Dawei	MM	Asia/Yangon	3590433799317662329
41.54566	-71.29144	Middletown	US	America/New_York	3590433799317661958
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	359043379931766429
51.39148	-0.29825	Surbiton	GB	Europe/London	359043379931766338
-4.24444	-42.29444	Barras	BR	America/Fortaleza	3590433799317661727
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	863033069630348479
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	8630330696303482261
6.45407	3.39467	Lagos	NG	Africa/Lagos	3590433799317662030
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	3590433799317661560
37.71715	-122.40433	Visitacion Valley	US	America/Los_Angeles	8630330696303481792
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	863033069630348834
40.60538	-73.75513	Far Rockaway	US	America/New_York	3590433799317661958
42.64031	125.51176	Dongfeng	CN	Asia/Shanghai	3590433799317662493
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	359043379931766221
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317661180
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	863033069630348685
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	3590433799317662238
47.80527	-122.24064	Bothell West	US	America/Los_Angeles	3590433799317662071
43.32686	-2.98884	Leioa	ES	Europe/Madrid	3590433799317662394
38.70734	-77.02303	Fort Washington	US	America/New_York	3590433799317661842
48.35149	8.96317	Hechingen	DE	Europe/Berlin	3590433799317661339
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	3590433799317662386
3.27833	32.88667	Kitgum	UG	Africa/Kampala	359043379931766338
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	359043379931766528
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	3590433799317661313
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661065
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	8630330696303481792
23.49668	86.68363	Adra	IN	Asia/Kolkata	8630330696303481503
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	359043379931766114
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	863033069630348594
40.5576	-74.28459	Woodbridge	US	America/New_York	8630330696303482055
50.11861	-5.53715	Penzance	GB	Europe/London	8630330696303482469
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	3590433799317661727
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317662147
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766767
23.1959	86.51499	Kenda	IN	Asia/Kolkata	359043379931766635
34.86472	117.55417	Zaozhuang	CN	Asia/Shanghai	3590433799317661446
11.12018	76.11996	Manjeri	IN	Asia/Kolkata	3590433799317661933
20.14298	-77.43532	Media Luna	CU	America/Havana	3590433799317661917
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	3590433799317661339
51.65	-0.2	Barnet	GB	Europe/London	863033069630348933
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	3590433799317662329
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	8630330696303482345
50.11861	-5.53715	Penzance	GB	Europe/London	359043379931766825
-10.95817	-38.79084	Tucano	BR	America/Bahia	8630330696303482113
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	863033069630348248
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	3590433799317661156
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	863033069630348370
51.39148	-0.29825	Surbiton	GB	Europe/London	863033069630348628
41.85059	-87.882	Westchester	US	America/Chicago	863033069630348370
6.46838	-73.26022	Socorro	CO	America/Bogota	8630330696303482014
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	359043379931766809
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	8630330696303482329
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	863033069630348834
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	359043379931766536
15.5439	73.7553	Calangute	IN	Asia/Kolkata	8630330696303481610
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	8630330696303482279
17.30858	97.01124	Kyaikto	MM	Asia/Yangon	3590433799317661776
35.88264	-80.08199	Thomasville	US	America/New_York	863033069630348255
34.77453	-96.67834	Ada	US	America/Chicago	8630330696303482329
40.70995	0.57856	Amposta	ES	Europe/Madrid	3590433799317661305
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	863033069630348396
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	863033069630348750
16.68911	98.50893	Myawadi	MM	Asia/Yangon	359043379931766056
43.61062	-72.97261	Rutland	US	America/New_York	863033069630348917
30.21121	74.4818	Malaut	IN	Asia/Kolkata	8630330696303481842
26.2173	-80.22588	North Lauderdale	US	America/New_York	863033069630348743
49.820923	18.262524	Ostrava	CZ	Europe/Prague	3590433799317661644
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	8630330696303481065
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	3590433799317662212
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	359043379931766809
38.47917	-1.325	Jumilla	ES	Europe/Madrid	8630330696303482238
42.7392	-84.62081	Waverly	US	America/Detroit	8630330696303482048
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317661073
56.56317	-2.58736	Arbroath	GB	Europe/London	863033069630348693
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303481719
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	8630330696303481735
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	863033069630348552
38.06084	-97.92977	Hutchinson	US	America/Chicago	8630330696303481008
35	136.51667	Komono	JP	Asia/Tokyo	8630330696303482139
46.75451	33.34864	Nova Kakhovka	UA	Europe/Kyiv	359043379931766205
25.6439	77.9129	Narwar	IN	Asia/Kolkata	8630330696303481149
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	359043379931766221
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	359043379931766999
14.46693	75.92694	Davangere	IN	Asia/Kolkata	863033069630348404
44.73941	-93.12577	Rosemount	US	America/Chicago	359043379931766726
44.80477	-0.59543	Talence	FR	Europe/Paris	359043379931766924
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	359043379931766478
46.09273	-88.64235	Iron River	US	America/Menominee	3590433799317661891
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	8630330696303482352
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766882
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	3590433799317661651
50.76306	-1.29772	Cowes	GB	Europe/London	359043379931766403
43.61092	3.87723	Montpellier	FR	Europe/Paris	359043379931766536
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	359043379931766817
49.03685	8.70745	Bretten	DE	Europe/Berlin	8630330696303481818
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	8630330696303482188
33.54428	-84.23381	Stockbridge	US	America/New_York	3590433799317662303
14.14989	121.3152	Calauan	PH	Asia/Manila	8630330696303481081
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	863033069630348990
34.06635	-84.67837	Acworth	US	America/New_York	8630330696303481487
48.28259	9.72749	Ehingen	DE	Europe/Berlin	8630330696303481628
48	-4.1	Quimper	FR	Europe/Paris	863033069630348255
37.16911	10.03478	El Alia	TN	Africa/Tunis	8630330696303482303
45.73333	4.91667	Bron	FR	Europe/Paris	863033069630348149
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	3590433799317662287
41.1053	-7.32097	Custoias	PT	Europe/Lisbon	8630330696303481065
40.72586	8.55552	Sassari	IT	Europe/Rome	8630330696303481248
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	359043379931766304
52.4581	13.28702	Dahlem	DE	Europe/Berlin	8630330696303481206
-10.91111	-37.07167	Aracaju	BR	America/Maceio	359043379931766395
39.08367	-84.50855	Covington	US	America/New_York	3590433799317661024
40.68066	-73.47429	Massapequa	US	America/New_York	3590433799317661636
45.73333	4.91667	Bron	FR	Europe/Paris	8630330696303481180
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	3590433799317661701
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	3590433799317661081
33.35283	-111.78903	Gilbert	US	America/Phoenix	359043379931766510
23.15678	-81.24441	Varadero	CU	America/Havana	3590433799317661321
33.50921	-111.89903	Scottsdale	US	America/Phoenix	8630330696303481164
47.38093	-122.23484	Kent	US	America/Los_Angeles	8630330696303481487
42.93369	-72.27814	Keene	US	America/New_York	3590433799317661164
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	863033069630348834
49.593777	17.250879	Olomouc	CZ	Europe/Prague	3590433799317661065
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	863033069630348677
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	863033069630348149
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	8630330696303482014
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	8630330696303482154
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	359043379931766478
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	8630330696303481792
15.5439	73.7553	Calangute	IN	Asia/Kolkata	8630330696303482121
52.41667	0.75	Thetford	GB	Europe/London	8630330696303482444
51.65333	5.2875	Vught	NL	Europe/Amsterdam	359043379931766544
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	3590433799317662030
26.18924	-98.15529	San Juan	US	America/Chicago	3590433799317661388
55.82737	-4.0573	Viewpark	GB	Europe/London	3590433799317661123
48	-4.1	Quimper	FR	Europe/Paris	3590433799317662105
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	3590433799317661628
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	3590433799317661339
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	8630330696303481149
44.99012	-123.02621	Keizer	US	America/Los_Angeles	3590433799317661677
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	3590433799317662121
56.56317	-2.58736	Arbroath	GB	Europe/London	8630330696303481628
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	3590433799317662394
37.65639	126.835	Goyang-si	KR	Asia/Seoul	8630330696303481503
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	3590433799317661180
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	863033069630348511
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	863033069630348776
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	3590433799317661560
41.16704	-73.20483	Bridgeport	US	America/New_York	3590433799317661248
38.91817	-78.19444	Front Royal	US	America/New_York	359043379931766957
6.25947	102.05461	Tak Bai	TH	Asia/Bangkok	359043379931766510
45.79377	8.88104	Malnate	IT	Europe/Rome	863033069630348669
-34.28853	146.05093	Griffith	AU	Australia/Sydney	863033069630348875
32.57756	71.52847	Mianwali	PK	Asia/Karachi	3590433799317661651
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303481040
51.30001	13.10984	Oschatz	DE	Europe/Berlin	8630330696303481974
35.8	137.23333	Gero	JP	Asia/Tokyo	359043379931766023
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	8630330696303482162
32.52515	-93.75018	Shreveport	US	America/Chicago	359043379931766064
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	359043379931766718
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	8630330696303481271
6.9909	79.883	Hendala	LK	Asia/Colombo	359043379931766718
24.28859	116.11768	Meizhou	CN	Asia/Shanghai	3590433799317661511
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	8630330696303481933
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	3590433799317661883
56.56317	-2.58736	Arbroath	GB	Europe/London	8630330696303482097
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317661867
39.32011	-76.51552	Rosedale	US	America/New_York	863033069630348388
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	863033069630348826
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	8630330696303481347
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	3590433799317661974
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	3590433799317661172
43.61062	-72.97261	Rutland	US	America/New_York	359043379931766338
34.77453	-96.67834	Ada	US	America/Chicago	863033069630348453
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766288
54.52156	9.5586	Schleswig	DE	Europe/Berlin	359043379931766296
14.67751	-60.94228	Le Robert	MQ	America/Martinique	863033069630348917
50.511002	14.150558	Terezín	CZ	Europe/Prague	863033069630348362
38.38479	-0.76773	Novelda	ES	Europe/Madrid	8630330696303481099
44.31771	9.32241	Chiavari	IT	Europe/Rome	359043379931766304
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	8630330696303481420
57.14369	-2.09814	Aberdeen	GB	Europe/London	3590433799317662352
8.62261	-70.20749	Barinas	VE	America/Caracas	8630330696303481370
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	3590433799317661453
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	863033069630348743
48.07667	8.64409	Trossingen	DE	Europe/Berlin	3590433799317661651
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	359043379931766494
40.85158	122.74754	Haicheng	CN	Asia/Shanghai	359043379931766205
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	3590433799317661735
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	3590433799317661008
42.97086	-82.42491	Port Huron	US	America/Detroit	8630330696303482105
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	8630330696303481594
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	3590433799317661560
35.82756	137.95378	Ina	JP	Asia/Tokyo	3590433799317662261
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	8630330696303481016
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	863033069630348065
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	3590433799317661875
41.29444	69.67639	Parkent	UZ	Asia/Tashkent	8630330696303481628
27.85	112.9	Xiangtan	CN	Asia/Shanghai	863033069630348719
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	863033069630348461
30.17746	-81.38758	Palm Valley	US	America/New_York	359043379931766544
33.54428	-84.23381	Stockbridge	US	America/New_York	3590433799317662386
50.50301	13.63617	Most	CZ	Europe/Prague	3590433799317661834
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	359043379931766833
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	863033069630348834
33.54428	-84.23381	Stockbridge	US	America/New_York	863033069630348446
39.45621	-77.96389	Martinsburg	US	America/New_York	863033069630348123
55.1904	30.2049	Vitebsk	BY	Europe/Minsk	863033069630348511
51.42708	-0.91979	Lower Earley	GB	Europe/London	8630330696303481446
40.87363	14.34085	Volla	IT	Europe/Rome	359043379931766312
53.63333	9.85	Halstenbek	DE	Europe/Berlin	359043379931766635
55.82885	-4.21376	Rutherglen	GB	Europe/London	359043379931766924
26.76628	83.36889	Gorakhpur	IN	Asia/Kolkata	8630330696303482170
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	8630330696303481024
27.55898	68.21204	Larkana	PK	Asia/Karachi	3590433799317661172
