ts	imei	mwra	p.android.chrome	p.android.documentsui	p.android.gm	p.system	p.android.packageinstaller	p.android.settings	p.android.externalstorage	p.android.gms	p.katana	p.browser.provider	p.dogalize	p.simulator	p.google	p.android.vending	p.inputmethod.latin	p.process.gapps	p.notifier	p.olauncher	p.gms.persistent	p.android.defcontainer
2018-05-08 17:14:00	8630330696303481180	0.00000	12.73827	16.05701	7.48985	14.82193	13.85806	13.80777	12.77057	46.25804	0.01193	67.00699	65.25342	48.38974	49.00061	69.04480	28.65059	64.90773	69.45534	1.21373	29.48720	35.82096
2018-05-08 17:15:00	8630330696303481768	0.00000	10.13833	13.36505	11.75342	10.05994	11.33757	11.00807	11.61874	54.36560	0.00147	41.11087	67.33126	43.65965	62.82310	71.22962	27.78494	24.59112	82.58367	60.43473	93.66942	1.72008
2018-05-08 17:16:00	3590433799317662410	1.00000	10.10875	9.65534	9.63653	10.28013	8.77394	9.96634	11.94199	25.89620	1.13273	38.33995	61.56786	39.15460	73.94313	30.67566	62.76114	82.80784	63.49716	81.73618	73.28809	85.70866
2018-05-08 17:17:00	359043379931766205	1.00000	6.68024	8.92383	10.68703	9.29858	16.98511	14.37252	13.49478	56.23039	0.00542	22.19714	75.84525	46.40092	28.50531	65.65817	52.86342	88.29757	39.70785	72.41915	43.97797	81.46943
2018-05-08 17:18:00	359043379931766395	1.00000	12.38009	7.17937	8.66466	8.42373	11.92018	8.67327	6.11652	59.35477	0.08469	35.12699	46.16481	44.39188	58.24095	16.99683	37.72243	63.50261	77.97023	41.56165	74.43415	84.21288
2018-05-08 17:19:00	8630330696303481990	0.00000	11.88557	9.86808	8.56459	8.70792	13.68900	9.99879	11.89858	48.64066	0.02763	48.57712	47.59186	71.84126	63.58707	52.36292	63.73988	89.37198	31.70638	27.81006	68.97662	86.38582
2018-05-08 17:20:00	359043379931766015	1.00000	10.72463	9.09841	8.67484	5.74658	13.72572	8.77377	11.41639	48.82110	0.05121	45.91290	42.50141	39.49280	41.40180	2.15218	57.94378	23.18902	89.91515	40.69013	79.15964	84.76486
2018-05-08 17:21:00	3590433799317662428	0.00000	5.91843	12.43775	14.73220	11.49543	12.63171	12.78657	12.40786	36.19633	0.00130	69.51332	73.65599	45.36181	52.48123	37.60453	44.97866	99.52980	97.83758	16.43577	23.37824	27.36211
2018-05-08 17:22:00	3590433799317661750	0.00000	8.92860	14.40058	9.87576	11.95942	11.81499	14.69112	13.51986	47.07847	0.02934	72.60198	65.68909	57.14341	38.12212	48.12142	12.45912	67.49187	99.94191	37.56336	84.96252	75.32204
2018-05-08 17:23:00	3590433799317661289	1.00000	10.04025	12.71566	9.00978	11.43247	14.64283	11.05060	14.66857	60.86978	0.04651	52.35311	69.62870	50.20582	32.66168	85.41773	88.49493	9.20050	10.94542	6.00006	78.38338	76.88595
2018-05-08 17:24:00	3590433799317661677	1.00000	11.07014	10.87187	8.62872	10.65520	11.63316	7.28020	11.66670	37.06794	0.23647	58.61706	41.50365	53.56541	45.21399	33.18526	96.54667	13.42394	90.52954	63.22105	59.17408	48.39612
2018-05-08 17:25:00	359043379931766528	0.00000	12.49354	13.39997	11.53528	12.97338	9.98100	16.96225	10.67756	59.48910	0.00082	62.52374	52.59290	42.16894	39.78904	43.95153	68.56404	13.27831	71.78180	19.07492	30.74241	0.86949
2018-05-08 17:26:00	863033069630348834	1.00000	10.17315	9.88925	6.88112	9.44605	11.93629	17.99451	13.23118	35.14859	4.94546	35.98029	37.83970	41.91501	47.30721	50.37241	62.24752	1.74676	58.17942	16.40933	83.76784	33.21207
2018-05-08 17:27:00	3590433799317661131	0.00000	8.35646	13.42148	11.96724	10.60171	9.38342	11.97733	10.18079	34.60275	0.01079	55.68132	54.46633	47.23639	52.11042	71.22617	19.54019	25.05158	30.12704	15.49344	70.70376	76.29620
2018-05-08 17:28:00	863033069630348024	1.00000	10.87586	8.87120	9.15368	10.25952	11.51224	11.99237	12.59703	59.98614	0.58915	49.36180	56.64326	51.56970	50.38595	43.08796	27.12110	82.05712	71.80796	43.75821	99.65179	86.94192
2018-05-08 17:29:00	863033069630348057	1.00000	7.32905	5.61111	7.17319	5.30185	11.20538	15.97337	10.52338	30.94928	0.22577	56.06782	35.81549	33.41591	69.02015	29.00678	95.79999	20.08765	79.96320	35.32498	76.30972	25.80197
2018-05-08 17:30:00	863033069630348297	1.00000	11.72734	7.54738	7.74761	7.29579	12.92741	10.05355	8.73215	39.07168	0.05487	40.38595	28.96203	35.72960	47.34327	97.14527	90.97173	72.19357	31.33068	26.49919	11.09668	35.13990
2018-05-08 17:31:00	8630330696303481560	1.00000	14.42817	10.29764	7.88518	7.55951	11.43168	11.73545	11.31904	53.75772	0.02365	66.68279	43.78499	45.94075	54.48354	28.42996	65.15114	34.15308	55.39965	60.86997	60.52222	63.86234
2018-05-08 17:32:00	863033069630348453	0.00000	7.21377	11.76986	12.81229	11.35685	10.76134	11.28606	13.70002	51.89250	0.00842	46.38365	48.50517	61.47622	73.59966	46.23364	44.45395	73.46109	11.29895	89.26870	24.87599	75.75141
2018-05-08 17:33:00	863033069630348123	1.00000	11.19371	7.99137	5.95169	7.26227	12.89373	11.17670	8.85413	36.79366	0.11623	65.70046	49.16507	39.01702	30.94634	78.10303	56.58614	72.98667	59.81156	45.82103	6.89196	69.53700
2018-05-08 17:34:00	3590433799317661628	1.00000	7.98416	11.44634	12.24456	6.52023	7.55655	8.98698	18.68138	41.55492	0.74157	72.41878	63.42517	61.16800	29.17251	65.76867	94.75966	83.27834	40.25098	90.08718	42.67200	72.10238
2018-05-08 17:35:00	3590433799317662477	1.00000	15.58878	11.31075	9.23361	12.09807	8.39193	10.16862	8.32841	45.67856	0.26964	51.71776	32.30035	46.20347	59.86631	77.42834	95.78902	56.81448	51.37759	91.40399	0.36532	76.26551
2018-05-08 17:36:00	3590433799317661370	1.00000	12.00235	9.46669	7.82087	8.02415	12.63836	11.26716	8.73068	28.57805	0.00858	67.26797	42.96620	30.96735	47.02424	1.48580	79.62136	34.57111	60.10138	97.93668	22.83898	20.76369
2018-05-08 17:37:00	3590433799317661925	1.00000	13.80633	9.26753	9.52667	11.91515	11.65321	7.78443	10.49405	74.30861	1.13664	41.89374	64.01787	49.34172	42.12119	14.02793	51.43786	3.11927	20.70324	84.69422	72.64844	54.02430
2018-05-08 17:38:00	8630330696303481768	1.00000	13.81285	9.43901	9.42144	10.15881	12.43343	9.51002	9.70567	52.45910	0.10082	64.88429	70.43039	34.53282	26.85781	35.53285	68.20745	23.88812	12.66042	22.92510	3.53122	86.89515
2018-05-08 17:39:00	863033069630348602	1.00000	10.74153	9.69001	8.04408	6.79992	12.38627	7.54138	10.41547	47.68953	0.01878	36.78785	49.69977	48.43706	36.51474	32.34888	51.33551	28.73709	21.95508	66.37027	95.47917	61.17136
2018-05-08 17:40:00	3590433799317662147	1.00000	13.72240	8.66717	11.21614	6.06526	15.82606	8.72710	9.48804	43.92451	0.77473	39.91041	41.20137	50.09756	24.84747	1.14310	1.85281	4.14794	26.86047	19.83936	6.61390	96.89694
2018-05-08 17:41:00	359043379931766452	1.00000	12.86231	8.25973	8.90259	8.47711	11.23987	9.09466	6.48684	42.08692	0.29552	57.44187	44.13849	51.69808	55.48330	30.60739	41.75791	9.46268	88.67691	39.57727	27.12073	11.03198
2018-05-08 17:42:00	8630330696303481313	1.00000	8.41666	7.64010	8.88886	7.75413	7.41296	12.42192	11.54702	33.49993	0.82016	45.15912	51.23032	45.44743	49.72006	86.95379	73.41895	25.65430	95.17050	21.28970	37.23509	6.59419
2018-05-08 17:43:00	863033069630348529	0.00000	9.53316	14.68169	9.51627	13.53490	13.21353	10.28578	16.64488	51.05053	0.51838	32.60818	49.34745	52.87072	41.41815	78.79234	63.54614	82.56269	22.85099	96.96737	20.86275	81.42235
2018-05-08 17:44:00	3590433799317662378	1.00000	13.53060	7.86478	10.16258	11.11246	13.04114	9.82153	9.53165	74.50796	0.27370	57.48372	58.81908	50.69116	63.14145	92.77687	80.11459	48.67782	33.48076	21.99721	66.66311	34.73795
2018-05-08 17:45:00	359043379931766387	0.00000	11.30366	9.73874	4.82552	9.04816	11.46336	13.54162	9.83578	57.25087	2.12093	45.72832	38.14083	28.62711	50.94264	70.81649	60.74305	62.98801	2.94679	92.81455	69.17788	43.07518
2018-05-08 17:46:00	359043379931766171	0.00000	8.85698	9.90158	8.61154	6.27491	11.17799	11.73291	10.75748	52.82178	0.01480	46.85288	50.00466	35.44450	58.26462	73.15693	37.04159	43.70097	95.19859	92.71869	53.64117	78.31424
2018-05-08 17:47:00	3590433799317661115	1.00000	9.99864	7.61606	6.43406	6.51955	9.81131	10.48346	8.99906	48.34434	0.33435	46.44662	64.75001	48.38591	47.97593	10.78244	71.06362	76.69087	77.87155	70.44198	81.53058	35.79412
2018-05-08 17:48:00	3590433799317661875	1.00000	10.38366	10.19317	10.99073	3.21067	15.79120	7.38379	8.33819	62.12640	0.65701	51.95127	33.98024	57.87398	42.33322	67.33739	88.04902	48.03253	28.00290	28.66287	57.79063	17.55073
2018-05-08 17:49:00	359043379931766759	1.00000	12.51690	7.54897	8.91353	13.98871	12.46559	8.13151	9.50530	43.81097	1.08563	41.68458	55.51740	62.25876	37.52479	18.21560	91.20517	23.57374	50.80414	74.99763	40.33606	10.02262
2018-05-08 17:50:00	3590433799317661586	1.00000	14.12538	9.04771	5.17133	11.45631	12.74510	15.37898	7.68404	32.94300	0.00118	75.87443	45.18820	55.25542	38.36287	91.05890	65.98064	22.91734	26.63614	70.90779	57.83629	23.62637
2018-05-08 17:51:00	8630330696303481214	1.00000	12.15072	8.75404	10.41311	10.34788	11.19909	3.99408	8.53355	43.92495	0.66345	66.81610	43.71259	26.39643	50.12883	83.31951	9.18230	18.69967	20.28117	29.49709	70.68393	96.98596
2018-05-08 17:52:00	3590433799317661024	1.00000	7.63388	8.10928	9.51019	9.70611	12.21052	12.28729	11.76443	57.39850	0.03901	42.19849	38.97823	68.15147	63.28146	39.64006	76.83025	96.30947	24.49670	22.90426	96.02529	39.09049
2018-05-08 17:53:00	3590433799317661347	0.00000	13.13018	15.72546	8.16405	12.19053	10.91207	13.18893	9.79185	64.90262	0.00195	42.06813	38.93544	43.45312	60.08228	51.83585	26.69707	34.36667	8.35187	27.28050	5.17094	73.40982
2018-05-08 17:54:00	8630330696303481818	0.00000	11.51405	13.97478	7.10024	12.51375	12.70372	14.36088	13.26025	75.57643	0.00432	35.25416	38.00879	40.82125	36.99053	87.60865	74.04256	53.89095	89.79396	8.55348	28.09883	59.70479
2018-05-08 17:55:00	3590433799317661073	1.00000	15.55872	7.48464	10.95976	9.86442	10.82703	8.48860	5.73969	52.57694	1.14197	48.35459	54.74450	55.24551	48.42888	26.25994	76.41456	62.75749	64.51152	62.84117	20.70271	90.27275
2018-05-08 17:56:00	3590433799317662253	1.00000	13.18477	8.89883	10.56461	9.44968	11.37882	8.75776	5.85157	40.49121	0.73681	58.49162	50.46431	29.54044	43.67281	19.10074	59.49756	63.30397	40.00848	11.89989	89.50253	44.41144
2018-05-08 17:57:00	8630330696303482261	0.00000	8.34617	14.90032	8.28185	9.03173	14.42436	12.46260	14.45892	38.98743	0.01326	68.08880	43.41695	60.43069	50.57896	15.36054	97.43546	74.48659	17.12542	9.61342	75.91357	45.32129
2018-05-08 17:58:00	8630330696303482360	1.00000	6.79517	7.23462	9.05517	5.57519	12.08149	14.43562	14.19250	58.92943	0.17930	31.66811	75.71439	64.04006	50.93132	20.19561	97.63612	6.82775	93.96289	59.34263	80.02808	59.57114
2018-05-08 17:59:00	3590433799317661370	0.00000	7.61159	10.61046	7.05090	7.04922	13.69893	10.32626	10.55283	49.46359	0.00939	42.39765	67.91279	75.53397	48.39870	52.25063	13.37512	80.17321	65.09212	12.98646	64.35725	12.83314
2018-05-08 18:00:00	8630330696303482261	1.00000	7.68473	8.00971	9.09695	7.48629	14.56598	15.25322	15.37352	51.28232	0.06531	48.45792	61.61823	42.17014	28.81810	38.85402	8.38662	4.37686	96.24998	1.69533	14.87333	43.19344
2018-05-08 18:01:00	8630330696303481594	0.00000	10.50879	10.51652	6.44699	10.15384	12.66832	7.00212	16.17844	64.74911	0.00109	51.84016	65.52654	20.91567	21.83765	67.79997	98.39227	35.22678	27.14435	5.27272	27.69866	89.97119
2018-05-08 18:02:00	3590433799317661644	0.00000	16.95194	13.10779	9.90851	12.16875	12.38975	12.57619	11.12432	59.85177	0.00878	56.10580	59.97064	41.14059	34.14341	58.05801	9.65004	55.59884	23.18092	49.73307	29.41616	86.85421
2018-05-08 18:03:00	3590433799317661933	0.00000	4.50992	8.03861	20.61902	12.15626	10.79790	13.04032	13.05937	39.94350	0.00776	52.71318	42.02495	42.31172	70.29082	28.38362	58.86350	23.02137	9.94700	95.80634	87.83103	41.00704
2018-05-08 18:04:00	863033069630348743	0.00000	7.87447	9.43990	10.62946	8.01584	11.90570	13.82335	15.18056	42.05581	0.09460	60.64329	39.73535	46.79702	58.32004	90.99949	17.23203	32.93070	4.55352	29.53295	24.89883	3.31708
2018-05-08 18:05:00	359043379931766916	0.00000	13.37119	10.81770	10.19706	13.46346	13.31865	12.38911	15.06384	51.43660	0.00103	34.07046	47.40143	44.63759	18.70753	3.03679	25.64117	1.50938	3.61510	42.90647	74.43232	62.78483
2018-05-08 18:06:00	8630330696303481222	0.00000	12.58007	9.47214	9.26778	7.86500	11.85067	6.32341	8.32725	40.47918	0.23881	43.89062	45.06915	44.23487	47.41442	97.31542	72.77679	72.71814	8.45924	71.63235	62.03879	59.45884
2018-05-08 18:07:00	359043379931766544	1.00000	16.69145	9.98292	12.10210	11.22066	11.43963	7.82903	7.40859	28.62520	0.45289	39.33411	36.32611	61.73983	35.26895	1.80784	31.23686	42.08081	87.21947	30.02007	93.39401	73.98276
2018-05-08 18:08:00	3590433799317661719	1.00000	11.72789	7.86936	8.34903	6.97429	14.59618	8.21359	7.91256	46.07237	0.05255	55.47824	54.49462	36.69997	51.43137	17.03541	23.73732	73.52687	9.70892	66.65996	84.55254	71.62321
2018-05-08 18:09:00	3590433799317661131	1.00000	9.99406	7.96548	7.12545	10.68622	15.54468	11.61636	9.25140	52.63316	0.02558	73.11237	50.74779	57.28079	44.81907	88.33917	77.89835	91.38506	95.11523	79.63477	12.17434	17.68519
2018-05-08 18:10:00	8630330696303481511	0.00000	11.17748	15.47488	10.27273	8.85792	12.99171	12.10708	11.15309	48.53846	0.00121	33.03269	64.17237	45.48120	39.07482	68.68180	36.92422	74.52826	2.25032	97.10692	11.74197	80.70392
2018-05-08 18:11:00	3590433799317661735	1.00000	11.71676	7.51291	9.68520	4.66788	16.14951	7.23444	8.08324	50.25203	0.75800	63.39031	61.98246	64.06063	43.55828	0.79601	22.53005	71.23935	63.38395	78.88954	46.24998	67.97226
2018-05-08 18:12:00	863033069630348610	1.00000	7.22063	9.75806	10.79932	9.98396	10.78299	8.04026	14.57246	36.25717	0.16484	52.60730	47.99054	41.45857	72.93923	1.01898	14.66876	38.39482	18.56920	88.91898	45.86054	47.37725
2018-05-08 18:13:00	359043379931766296	0.00000	11.46964	7.96702	8.06043	7.82034	14.42956	9.88848	10.59528	56.09294	0.08729	42.59774	49.12499	52.04947	31.47600	89.27513	65.84932	21.84124	48.63761	61.31076	96.96215	92.41316
2018-05-08 18:14:00	3590433799317661610	0.00000	6.45170	11.72195	16.05049	11.66654	14.08424	13.28301	14.06499	54.46276	0.01339	26.78770	64.74600	39.05154	37.60625	30.39509	73.98568	19.24752	92.61168	0.38383	13.26712	54.43563
2018-05-08 18:15:00	863033069630348008	0.00000	16.43044	13.48207	11.58580	12.79461	10.92315	13.46415	7.43022	31.36954	0.00121	9.46548	51.59222	37.43356	26.31941	69.78860	83.34547	44.80991	78.24451	55.82889	12.83942	29.47101
2018-05-08 18:16:00	3590433799317661297	1.00000	11.65497	8.25962	5.27688	10.16320	12.30554	10.41446	9.04819	46.59757	0.01885	32.27907	55.63944	68.26600	35.30122	58.17030	28.68041	69.56372	67.15919	4.71834	91.41243	95.40278
2018-05-08 18:17:00	3590433799317662477	0.00000	6.65383	12.64971	11.81088	13.38038	11.83253	15.07616	15.18448	46.61195	0.04353	29.22267	56.12285	34.07036	49.21872	79.53979	81.71405	2.68805	20.95777	4.35898	45.99997	34.05952
2018-05-08 18:18:00	359043379931766676	1.00000	11.22248	8.93147	9.78777	6.91324	13.89159	7.03222	8.55602	46.29189	0.18194	51.60866	49.46892	33.81244	30.30699	87.02510	85.65505	46.00392	95.04708	19.57661	14.43138	62.33336
2018-05-08 18:19:00	863033069630348628	0.00000	5.44336	9.34981	13.01634	17.15384	15.40827	13.79405	13.99914	32.93446	0.00063	40.74369	68.02071	43.05503	64.07454	57.10403	3.21465	28.68054	77.03993	46.07905	5.52893	94.08567
2018-05-08 18:20:00	8630330696303482287	0.00000	7.40817	13.48866	10.71100	11.03778	8.57605	14.93350	13.32540	52.48402	0.28200	36.61856	48.85596	52.03526	57.36681	49.94486	75.67483	43.86526	22.42657	16.55594	56.15783	73.24179
2018-05-08 18:21:00	8630330696303482295	1.00000	12.76571	7.02334	5.96941	10.16782	11.89209	10.65171	7.10847	78.48757	0.05932	61.31082	51.51277	62.73846	43.12202	1.03164	64.55316	12.12600	23.59170	43.84738	1.07059	24.68089
2018-05-08 18:22:00	8630330696303481958	1.00000	8.88251	9.94778	10.08081	8.83672	10.52630	12.38202	11.59128	46.20225	0.01795	58.44989	58.00037	46.87639	13.64207	69.14827	79.82949	85.13566	37.40583	55.69607	93.39784	56.79804
2018-05-08 18:23:00	3590433799317661669	0.00000	8.62460	12.19104	9.78853	12.02780	15.23358	9.18586	11.50017	57.35106	0.00033	32.93558	77.42575	43.25306	66.22115	9.77931	25.01706	26.33876	57.61393	24.78809	71.41272	18.98363
2018-05-08 18:24:00	863033069630348842	0.00000	7.15382	9.62810	17.07257	12.10200	11.25877	12.33624	12.78281	25.69179	0.00032	50.95777	48.53954	59.99627	24.85993	30.79289	59.89733	58.57750	61.46809	52.18405	13.70689	18.54929
2018-05-08 18:25:00	359043379931766106	0.00000	9.48821	9.21198	8.94498	8.20764	12.10070	12.43051	8.39990	35.43793	0.00349	39.16182	56.02819	45.38474	54.70715	42.32416	21.47501	85.83024	4.59689	60.91302	99.40350	68.94955
2018-05-08 18:26:00	863033069630348537	0.00000	9.95980	13.51040	11.02254	14.39936	12.94711	13.47625	11.41692	38.66328	0.00325	77.76836	46.55310	48.01672	50.42613	4.80629	86.84429	91.00272	60.66838	30.27571	70.70688	75.32924
2018-05-08 18:27:00	3590433799317661883	0.00000	10.59577	11.97438	13.53314	9.53486	9.59146	11.87714	8.81813	49.31458	0.00114	43.99146	68.63966	65.48461	57.57688	75.90351	80.30597	94.35481	64.78921	14.94972	30.63787	7.21209
2018-05-08 18:28:00	8630330696303482030	0.00000	6.87409	12.56150	15.32328	11.80176	11.88170	15.92224	13.87244	46.00397	0.01842	64.65047	61.63104	65.28129	50.34033	21.00233	63.47228	36.57191	68.36187	50.14138	41.36929	30.82073
2018-05-08 18:29:00	863033069630348024	1.00000	9.80348	8.31331	7.32732	9.58035	13.19484	11.72132	11.29506	48.42110	0.13261	72.32509	55.12067	30.27534	45.75074	82.00405	59.58343	88.44954	1.52395	62.55480	62.01556	36.71999
2018-05-08 18:30:00	8630330696303481594	0.00000	9.17783	14.99509	10.97558	9.98106	11.36174	14.42345	7.66179	30.65350	0.00110	58.90977	42.92692	38.49505	46.74083	70.96793	57.68124	41.88786	61.26876	73.19626	88.69442	31.21903
2018-05-08 18:31:00	863033069630348735	0.00000	7.66840	12.00341	18.22022	10.69431	15.70219	12.75282	12.48527	34.18542	0.00188	28.82307	76.78179	32.21162	26.10227	55.99603	20.69638	37.06902	38.94658	4.64663	6.11221	50.41393
2018-05-08 18:32:00	863033069630348917	1.00000	13.07484	9.07770	9.27699	10.11288	14.36643	10.92149	12.56936	51.27323	3.61836	11.44649	55.44470	45.56041	38.65750	37.44389	27.73837	93.93098	38.08653	85.42694	63.77627	40.16488
2018-05-08 18:33:00	359043379931766064	1.00000	7.23025	9.33520	10.80871	7.08077	9.99899	11.87822	12.38208	65.48475	0.00656	38.14727	56.47163	34.99257	51.60171	50.30978	8.61366	89.15169	93.67381	2.96630	67.43815	24.92205
2018-05-08 18:34:00	3590433799317662121	1.00000	6.90722	9.38171	12.56542	10.76972	13.64779	12.87220	13.70337	48.15466	0.01160	47.87594	27.36058	42.75322	59.21607	99.63722	21.47746	67.38772	91.28274	25.35872	66.39698	96.53296
2018-05-08 18:35:00	8630330696303481644	1.00000	7.30394	5.47915	7.13785	7.86589	16.20233	13.57256	8.10581	35.15265	0.03174	47.67003	59.01599	28.96466	53.96965	25.72042	68.78720	61.29602	30.39640	45.23912	71.68141	28.39483
2018-05-08 18:36:00	359043379931766437	1.00000	13.74240	12.89966	10.95913	7.27138	12.37946	12.28146	9.56160	44.14439	0.04875	47.30204	57.45087	40.40861	70.36498	28.37274	95.98795	44.96721	30.15349	42.79998	33.88574	54.23568
2018-05-08 18:37:00	8630330696303482436	1.00000	13.11325	8.04729	10.03530	11.82314	11.53989	7.16031	9.98018	64.99811	0.58787	53.00181	59.94522	50.37675	26.81091	91.04909	40.40662	92.90781	75.01097	68.85595	52.76306	78.53316
2018-05-08 18:38:00	8630330696303482287	1.00000	8.72651	9.66306	6.60428	8.41745	11.96969	8.26104	7.99164	62.36745	0.00229	55.32043	48.79316	41.50460	56.34059	31.03252	96.17594	24.71065	28.65390	17.14104	48.37533	52.33798
2018-05-08 18:39:00	3590433799317662006	1.00000	7.59845	8.83283	11.59198	6.52084	12.32995	12.52244	14.28285	48.94715	0.00272	70.41155	66.15381	51.99487	37.38083	34.75332	68.70683	71.27150	19.00532	48.44080	15.63505	11.93412
2018-05-08 18:40:00	863033069630348677	0.00000	9.64143	12.53445	11.93629	15.47461	15.73059	11.52171	12.67071	55.27195	0.00577	40.14094	45.29940	43.86795	73.06369	70.22996	44.58823	7.11311	68.02704	24.62496	18.47687	9.33279
2018-05-08 18:41:00	863033069630348297	1.00000	7.54128	8.20315	9.82471	13.31337	16.57300	14.58297	9.51210	37.93464	0.00283	47.30260	53.62590	67.49939	34.14346	7.52592	80.65961	37.64983	54.98943	51.93236	71.77796	71.39127
2018-05-08 18:42:00	359043379931766171	1.00000	8.65701	8.01622	8.36782	11.48847	15.91827	10.62310	8.97168	45.74603	0.01364	62.53148	60.88491	46.45505	47.04283	84.88556	61.71271	96.68761	41.26946	80.31391	39.20299	68.06403
2018-05-08 18:43:00	359043379931766247	1.00000	14.25219	8.06643	9.62741	6.78714	13.80601	10.03542	7.20531	52.23713	4.39940	50.92992	56.89629	43.93885	34.24338	0.39179	56.59798	57.53596	29.94464	94.71429	21.51548	29.07985
2018-05-08 18:44:00	3590433799317661438	1.00000	10.58754	8.59094	4.85124	9.83218	12.05392	12.49510	5.87487	50.27432	0.00710	49.13764	28.56654	57.23702	37.22974	46.74689	71.82930	40.44030	67.48011	15.39912	31.28288	17.87651
2018-05-08 18:45:00	8630330696303482154	0.00000	8.25979	11.87713	9.90999	11.19012	9.12930	12.01893	12.37078	48.61116	0.00263	31.86302	51.06105	46.18142	49.46765	16.25594	58.42175	13.52444	40.06044	68.71577	38.33597	83.89236
2018-05-08 18:46:00	863033069630348966	1.00000	9.45399	6.05405	6.48375	10.65984	13.94245	14.24397	9.55319	45.05122	0.45949	47.15272	44.71174	36.91990	34.32386	0.47595	64.45892	28.29241	78.02967	85.09310	95.54491	55.78788
2018-05-08 18:47:00	3590433799317661818	1.00000	8.74795	10.15881	11.37904	9.75174	13.29157	13.70008	14.09782	41.66499	0.00753	46.18446	54.45926	57.95911	35.59888	87.00867	77.11375	34.93186	97.63071	99.33070	49.83789	32.22693
2018-05-08 18:48:00	8630330696303481859	0.00000	15.16920	12.93248	9.19144	15.74145	12.47698	11.40310	13.27661	43.31505	0.00095	28.13537	55.78831	75.56186	73.32748	29.53725	27.86597	36.07995	16.77826	11.01640	0.00294	72.38140
2018-05-08 18:49:00	359043379931766130	0.00000	12.26218	10.95922	6.46115	12.67588	12.17170	11.37261	12.82240	41.09690	0.00691	42.65195	64.11817	29.16359	63.32183	21.74251	52.61302	9.15562	15.85163	17.96006	78.89945	84.59474
2018-05-08 18:50:00	863033069630348602	0.00000	8.74321	14.20886	8.10550	7.92485	10.66466	12.26776	13.20186	42.81859	0.00078	48.09417	62.47768	43.93168	49.68120	18.06916	78.03995	10.12354	91.61752	79.61842	70.87827	68.82047
2018-05-08 18:51:00	359043379931766916	1.00000	11.01044	7.31668	6.71340	9.16737	12.57512	9.43631	6.76940	32.39928	0.00448	50.00909	34.71782	52.88577	59.78355	4.91812	14.04257	98.66385	46.81722	10.03557	64.42612	56.60259
2018-05-08 18:52:00	8630330696303482360	0.00000	12.28008	9.01218	7.50624	10.11294	13.60395	10.09005	10.38768	49.73501	0.01030	55.45038	57.23288	40.05051	37.69967	11.20749	90.73144	95.59137	69.96676	12.29008	55.08485	73.84472
2018-05-08 18:53:00	863033069630348016	0.00000	9.12352	12.99616	11.30928	9.28127	9.93959	14.22616	6.36239	50.78168	0.00070	58.10572	22.57952	34.74075	68.71728	9.40614	20.38664	54.14100	57.98758	64.98844	48.17540	52.95157
2018-05-08 18:54:00	863033069630348248	1.00000	9.90777	10.29094	7.96769	4.69011	13.55052	8.94038	10.57606	45.54761	0.01046	54.30997	81.97023	48.08948	46.31930	40.46143	88.19635	45.40494	66.34116	7.58311	97.86782	63.41623
2018-05-08 18:55:00	863033069630348131	1.00000	10.33756	11.58462	13.55540	14.39873	10.77829	13.04754	11.18661	47.45881	0.00090	43.69628	59.62648	49.66037	59.41706	13.92663	39.30102	9.88311	29.05980	82.63713	38.73435	73.15641
2018-05-08 18:56:00	8630330696303481982	1.00000	15.62819	10.11051	12.06150	11.17930	11.24693	7.63387	9.89398	45.82673	1.63389	56.28930	35.34404	61.67860	53.39272	95.74169	1.64617	23.72384	98.50360	81.27064	67.32810	86.98069
2018-05-08 18:57:00	359043379931766627	0.00000	14.47405	12.19883	11.09587	9.83989	10.23856	14.03318	10.48037	56.71987	0.00134	17.93357	48.30076	52.29903	52.63510	1.41596	54.34936	37.12110	56.88403	78.49961	22.54304	84.87894
2018-05-08 18:58:00	863033069630348222	1.00000	12.10196	6.15145	6.21058	7.58547	12.55906	9.73274	7.89587	55.91832	0.07912	29.94368	62.66122	58.50718	76.51567	50.94861	79.52397	86.91231	9.75727	51.05468	50.82803	80.47567
2018-05-08 18:59:00	8630330696303481677	0.00000	12.47288	12.56911	11.33928	13.75250	12.68585	12.01768	12.07396	50.37738	0.02899	35.34480	31.69766	32.20341	82.25880	26.22772	87.81717	51.04287	61.86151	23.89900	41.23498	37.60921
2018-05-08 19:00:00	3590433799317662360	0.00000	12.49521	13.94982	8.03127	12.04677	9.95585	9.33473	12.94686	34.55396	0.00068	45.37073	24.34368	43.79762	49.11723	4.70652	36.55547	32.28084	28.45133	86.42707	36.34776	18.58147
2018-05-08 19:01:00	3590433799317662071	1.00000	9.75805	10.59576	8.83889	9.52503	9.83675	7.10766	9.50209	46.59574	0.00924	54.42234	49.51367	52.26158	43.36067	96.97388	85.67246	78.19354	46.48566	2.62545	93.14017	56.75765
2018-05-08 19:02:00	863033069630348552	1.00000	9.75642	9.13145	7.45271	8.66759	13.04998	15.01194	13.49510	49.16368	0.22543	30.21949	56.48462	43.59840	65.41014	5.36384	2.94484	83.72524	14.74021	85.20874	62.81325	24.32900
2018-05-08 19:03:00	863033069630348024	1.00000	16.28574	10.45145	11.20968	8.27518	10.64645	7.92640	11.98142	57.08704	1.20369	55.25232	62.72589	39.46063	63.37287	82.02361	81.23079	24.23341	45.38404	97.47973	0.26074	4.80814
